document,term,tfidf
Oracle,achieved ahead schedule,0.08230014813991768
Oracle,cloud,0.08230014813991768
Oracle,cloud data,0.08230014813991768
Pepsico,100,0.10981935748032286
Pepsico,water,0.09935918295752985
Pepsico,sustainably,0.09387502388002492
Pepsico,sustainably sourced,0.09384493876045792
Pepsico,portfolio,0.08778735096045334
Pepsico,absolute ghg emissions value,0.07457308051501747
Pepsico,added sugars,0.07457308051501747
Pepsico,corn,0.07457308051501747
Pepsico,ghg emissions value,0.07457308051501747
Pepsico,ghg emissions value chain,0.07457308051501747
Samsung,million tons,0.10842500929290552
Samsung,china,0.08872298603195185
Samsung,compliance,0.08872298603195185
Samsung,cumulative,0.08872298603195185
Samsung,europe china,0.08872298603195185
Samsung,fold,0.08872298603195185
Samsung,fold increase,0.08872298603195185
Samsung,fold increase female,0.08872298603195185
Samsung,increase female,0.08872298603195185
Samsung,phase,0.08872298603195185
Siemens,compared,0.13055746417303601
Siemens,compared levels,0.11994173824110257
Siemens,revenue,0.11115993941902508
Siemens,achieve carbon neutral,0.09814699796672897
Siemens,compared levels reduced,0.09814699796672897
Siemens,environmental portfolio,0.09814699796672897
Siemens,goals achieve carbon neutral,0.09814699796672897
Siemens,levels reduced,0.09814699796672897
Siemens,levels,0.09266297953211165
Siemens,baseline,0.08099850361353467
TDBank,financing,0.10906873056985647
TDBank,billion,0.09547898572219922
TDBank,america best,0.08924973603396569
TDBank,america best employers,0.08924973603396569
TDBank,asset,0.08924973603396569
TDBank,asset management,0.08924973603396569
TDBank,asset management internal,0.08924973603396569
TDBank,best employers,0.08924973603396569
TDBank,employers,0.08924973603396569
TDBank,financing asset,0.08924973603396569
Unilever,halve,0.10392351003711722
Unilever,associated,0.09265936696692904
Unilever,products,0.08077119879405921
Unilever,water,0.08077119879405921
Unilever,despite,0.07794263252783791
Unilever,despite significantly,0.07794263252783791
Unilever,despite significantly higher,0.07794263252783791
Unilever,despite significantly higher volumes,0.07794263252783791
Unilever,disposal,0.07794263252783791
Unilever,higher volumes,0.07794263252783791
Visa,talent,0.10844733748895748
Visa,launched,0.10819441505237402
Visa,500 million,0.09669286225404378
Visa,access,0.07212961003491601
Visa,compared,0.07212961003491601
Visa,help,0.06825852121296545
Visa,500,0.05902651475656748
Visa,million,0.05461445676008364
Visa,100 renewable electricity diverted,0.05422366874447874
Visa,2 ghg emissions 77,0.05422366874447874
WaltDisney,branded,0.07540766603379702
WaltDisney,met,0.07540766603379702
WaltDisney,parks,0.07540766603379702
WaltDisney,parks resorts,0.07540766603379702
WaltDisney,resorts,0.07540766603379702
WaltDisney,zero,0.07506559649549581
WaltDisney,investing,0.06723432067151772
WaltDisney,direct operations,0.061435239848865494
WaltDisney,net,0.058934202452481994
WaltDisney,waste,0.05798454187266628
WellsFargo,finance,0.08936484578377106
WellsFargo,self,0.08936484578377106
WellsFargo,low,0.0789001509609777
WellsFargo,low carbon,0.0789001509609777
WellsFargo,baseline,0.07375079150758654
WellsFargo,employees,0.06984231432378683
WellsFargo,clean,0.06747559646454653
WellsFargo,businesses projects,0.06702363433782829
WellsFargo,fargo,0.06702363433782829
WellsFargo,self identify,0.06702363433782829
